indicador,fecha,kpi,nota,store_nbr,disponota,fecha_ejecucion,relleno_disponota
NSG,2023-05-29,97.03,9.0,594,7.75,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,93.88,8.0,739,7.1,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,94.25,9.0,607,8.5,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,97.33,9.0,242,7.06,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,91.15,6.0,229,7.4,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,92.93,7.0,503,7.72,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,94.34,8.0,572,7.17,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,96.46,9.0,948,8.5,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,93.75,8.0,684,8.09,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,94.7,9.0,39,8.49,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,90.56,7.0,602,6.55,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,95.69,8.0,895,9.35,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,93.97,7.0,940,4.7,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,80.48,5.0,86,6.8,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,97.42,9.0,743,9.5,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,89.28,5.0,535,6.9,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,87.62,4.0,505,7.41,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,97.29,9.0,17,8.38,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,91.08,6.0,878,8.07,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,90.61,6.0,210,8.68,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,92.73,7.0,537,6.99,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,94.78,8.0,689,7.86,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,95.99,8.0,603,7.1,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,93.3,8.0,87,6.97,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,91.05,7.0,76,8.17,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,95.52,8.0,218,6.59,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,96.0,9.0,577,8.57,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,94.55,8.0,784,9.18,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,92.46,8.0,697,6.4,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,95.23,8.0,784,9.18,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,92.48,8.0,988,6.52,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,81.44,5.0,97,7.19,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,97.49,9.0,267,9.19,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,95.07,8.0,653,8.22,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,78.37,4.0,71,5.41,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,96.02,9.0,982,6.61,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,96.9,9.0,445,7.06,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,95.55,8.0,674,8.1,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,97.3,9.0,206,6.93,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,92.55,7.0,528,7.64,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,93.88,7.0,440,8.24,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,93.63,7.0,74,7.78,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,93.42,7.0,588,6.39,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,97.65,9.0,553,8.47,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,97.38,9.0,267,7.39,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,93.71,7.0,610,7.89,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,93.92,8.0,49,7.54,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,94.67,8.0,652,8.96,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,90.28,7.0,91,6.59,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,96.78,9.0,551,6.9,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,90.61,7.0,84,7.9,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,85.1,5.0,628,8.26,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,90.87,6.0,574,8.13,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,95.98,8.0,551,6.55,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,92.86,7.0,573,7.01,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,96.09,9.0,462,8.96,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,93.63,8.0,747,7.65,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,94.26,9.0,46,8.21,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,94.99,8.0,685,8.28,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,95.28,8.0,187,8.5,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,92.72,7.0,209,4.54,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,95.31,8.0,577,8.72,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,93.86,7.0,557,8.44,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,96.27,9.0,12,9.01,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,88.56,5.0,511,5.82,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,94.13,8.0,506,8.23,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,96.17,9.0,600,7.68,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,94.61,8.0,650,7.55,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,95.26,8.0,154,7.28,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,94.99,8.0,161,8.05,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,95.16,8.0,545,8.19,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,84.64,4.0,146,6.84,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,94.83,8.0,516,7.69,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,93.3,7.0,728,7.95,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,94.84,8.0,239,5.92,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,91.26,6.0,556,8.7,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,92.68,7.0,570,7.51,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,95.56,8.0,685,8.48,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,89.89,6.0,78,6.96,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,89.63,5.0,579,5.86,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,90.73,7.0,36,7.9,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,94.15,9.0,80,7.79,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,97.39,9.0,496,6.93,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,97.61,9.0,469,6.59,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,95.3,8.0,443,6.34,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,89.960000000000008,6.0,655,5.22,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,97.63,9.0,256,6.08,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,93.28,7.0,174,8.21,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,92.8,8.0,945,7.34,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,94.3,8.0,695,7.52,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,91.960000000000008,7.0,988,6.52,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,85.86,4.0,541,7.37,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,87.5,5.0,39,8.17,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,96.16,9.0,467,7.12,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,88.83,5.0,878,7.38,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,96.92,9.0,462,7.16,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,93.51,7.0,74,8.28,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,94.24,9.0,62,7.14,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,92.9,7.0,624,8.57,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,94.71,8.0,420,8.42,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,93.93,8.0,82,7.75,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,96.9,9.0,208,6.96,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,96.7,9.0,496,9.13,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,91.11,7.0,602,6.9,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,95.03,8.0,213,6.0,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,95.59,8.0,17,8.51,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,93.27,7.0,194,8.8,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,93.32,8.0,80,7.79,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,95.95,8.0,161,8.99,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,94.59,8.0,538,7.39,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,93.86,8.0,120,8.05,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,89.4,5.0,570,6.6,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,95.12,8.0,544,8.44,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,92.92,7.0,613,7.94,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,95.82,8.0,603,6.92,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,94.03,8.0,524,8.68,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,94.61,8.0,196,7.89,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,91.03,6.0,766,8.4,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,76.0,4.0,71,5.66,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,97.53,9.0,445,7.26,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,92.06,7.0,139,7.01,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,95.54,9.0,126,7.97,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,93.71,7.0,742,7.38,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,89.99,6.0,697,6.13,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,93.75,7.0,970,7.07,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,90.88,6.0,159,6.44,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,90.69,7.0,121,7.6,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,93.12,7.0,587,7.22,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,94.21,9.0,89,7.47,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,94.16,8.0,524,8.88,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,93.89,7.0,166,7.95,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,91.22,6.0,505,8.14,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,91.23,6.0,500,8.78,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,95.97,8.0,676,8.79,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,96.19,9.0,645,8.14,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,94.45,8.0,253,5.88,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,92.67,7.0,160,8.57,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,97.83,9.0,216,6.14,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,93.04,7.0,601,7.71,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,93.95,7.0,540,7.27,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,89.49,5.0,773,8.37,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,96.91,9.0,291,6.54,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,95.33,8.0,522,8.24,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,93.74,7.0,578,8.02,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,89.95,6.0,425,8.38,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,93.97,7.0,56,7.11,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,93.08,7.0,526,9.1,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,94.14,8.0,610,7.41,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,89.9,6.0,945,7.34,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,92.52,8.0,618,8.18,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,95.48,8.0,242,8.46,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,94.63,8.0,142,8.48,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,93.08,7.0,615,9.61,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,96.81,9.0,280,6.42,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,94.49,9.0,929,8.47,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,97.13,9.0,156,8.69,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,95.36,8.0,764,8.65,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,94.98,8.0,622,7.11,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,93.53,7.0,165,8.31,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,92.14,7.0,583,8.48,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,97.0,9.0,217,6.46,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,92.58,7.0,986,8.21,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,93.29,7.0,805,8.13,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,90.23,6.0,525,8.49,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,96.2,9.0,676,8.91,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,95.3,8.0,215,9.18,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,91.91,7.0,36,7.52,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,94.77,9.0,96,8.65,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,94.99,8.0,643,7.91,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,93.74,7.0,537,7.25,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,95.25,8.0,169,8.79,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,93.95,7.0,170,7.18,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,94.08,8.0,15,8.24,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,91.9,7.0,58,6.48,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,89.0,5.0,146,7.71,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,94.72,8.0,588,6.62,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,95.18,8.0,538,7.39,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,90.32,6.0,439,6.71,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,96.07,9.0,544,8.64,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,88.17,5.0,727,8.87,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,92.83,8.0,81,8.27,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,91.710000000000008,6.0,947,8.69,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,92.64,7.0,878,8.43,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,96.36,9.0,259,8.61,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,96.11,9.0,8,7.06,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,96.73,9.0,668,8.48,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,95.56,8.0,590,7.62,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,89.66,5.0,567,7.8,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,96.01,9.0,514,8.0,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,92.85,7.0,526,9.1,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,96.32,9.0,4,9.39,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,97.29,9.0,471,7.75,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,94.7,8.0,646,6.4,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,96.46,9.0,544,8.64,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,94.11,8.0,513,7.26,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,93.42,7.0,977,6.66,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,95.82,8.0,252,7.88,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,94.79,8.0,50,8.6,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,94.73,9.0,978,8.14,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,86.11,5.0,76,7.81,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,94.55,8.0,538,7.12,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,93.66,8.0,654,8.25,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,93.34,7.0,601,7.81,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,93.5,7.0,742,7.48,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,97.04,9.0,743,9.5,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,94.35,8.0,523,7.99,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,87.460000000000008,5.0,736,7.85,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,91.68,6.0,657,7.34,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,96.09,9.0,787,8.1,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,94.83,8.0,144,6.83,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,84.17,4.0,575,5.72,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,96.4,9.0,215,7.3,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,94.58,8.0,467,6.91,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,94.1,8.0,484,5.79,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,97.27,9.0,469,6.37,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,96.01,9.0,982,6.73,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,96.2,9.0,590,7.72,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,93.89,7.0,619,7.69,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,94.03,9.0,49,7.34,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,96.75,9.0,501,7.98,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,93.97,7.0,970,7.07,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,96.86,9.0,507,9.01,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,95.73,8.0,451,7.28,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,91.11,7.0,671,7.26,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,92.47,8.0,72,7.44,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,92.74,7.0,196,7.69,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,93.94,8.0,98,6.98,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,96.85,9.0,594,7.63,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,92.75,7.0,210,6.9,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,95.81,8.0,169,8.17,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,95.42,8.0,269,7.67,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,93.95,7.0,559,6.74,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,84.09,4.0,570,7.12,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,94.4,8.0,621,8.65,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,94.87,8.0,624,8.44,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,94.91,8.0,592,9.2,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,94.18,8.0,588,7.21,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,96.83,9.0,462,8.56,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,97.99,9.0,168,7.58,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,91.48,7.0,57,7.68,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,92.62,8.0,693,9.1,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,94.41,8.0,170,7.78,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,92.91,7.0,165,8.01,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,74.5,4.0,71,5.04,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,94.33,9.0,182,8.72,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,93.92,7.0,500,8.83,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,92.85,8.0,686,8.49,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,94.18,8.0,573,7.5,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,95.63,8.0,16,7.78,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,89.98,5.0,511,6.02,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,95.04,8.0,512,8.41,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,91.35,6.0,186,4.94,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,94.91,8.0,533,7.8,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,90.33,7.0,33,6.13,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,94.3,8.0,512,8.46,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,96.53,9.0,997,8.89,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,87.52,4.0,511,5.87,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,95.1,8.0,787,7.86,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,91.31,6.0,484,6.04,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,92.57,8.0,85,8.19,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,92.03,8.0,985,5.96,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,94.05,9.0,84,7.85,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,94.93,8.0,577,8.43,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,96.44,9.0,980,9.52,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,95.99,8.0,534,7.9,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,94.01,8.0,209,5.55,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,97.75,9.0,245,7.67,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,95.27,8.0,488,7.56,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,88.59,6.0,75,8.26,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,94.17,9.0,32,8.08,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,92.44,8.0,616,6.5,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,93.82,7.0,166,7.83,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,92.14,7.0,129,6.1,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,91.82,6.0,583,7.92,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,95.26,8.0,65,7.93,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,96.33,9.0,647,9.48,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,96.03,9.0,164,8.99,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,93.5,7.0,196,7.59,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,90.94,7.0,736,8.25,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,97.33,9.0,274,7.27,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,95.07,8.0,545,8.34,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,92.45,8.0,127,8.17,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,97.53,9.0,458,6.43,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,96.72,9.0,156,8.49,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,90.86,7.0,457,7.76,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,97.97,9.0,233,7.45,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,97.21,9.0,207,5.08,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,91.9,7.0,670,7.1,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,91.64,6.0,572,6.82,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,93.55,8.0,607,8.19,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,95.32,8.0,469,7.78,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,96.04,9.0,553,8.17,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,96.14,9.0,533,8.5,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,92.47,8.0,41,6.94,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,91.2,6.0,878,8.07,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,93.92,7.0,578,7.67,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,92.17,7.0,159,6.66,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,92.48,8.0,99,7.83,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,96.5,9.0,431,7.53,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,95.92,8.0,213,6.2,2023-06-05T07:45:17.601902,false
NSG,2023-06-03,91.85,7.0,988,6.2,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,94.9,8.0,772,8.22,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,93.46,7.0,556,8.35,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,96.04,9.0,508,8.38,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,96.05,9.0,243,5.85,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,94.16,9.0,608,8.17,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,93.43,8.0,607,8.59,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,95.11,9.0,82,7.91,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,93.86,8.0,607,8.74,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,92.92,7.0,959,6.97,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,95.49,8.0,16,7.78,2023-06-05T07:45:17.601902,false
NSG,2023-06-04,90.99,6.0,947,8.34,2023-06-05T07:45:17.601902,false
NSG,2023-06-02,96.27,9.0,268,7.33,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,95.51,8.0,674,8.3,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,79.12,4.0,541,6.66,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,96.38,9.0,168,7.13,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,97.01,9.0,594,7.55,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,94.95,9.0,82,7.73,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,96.06,9.0,246,7.16,2023-06-05T07:45:17.601902,false
NSG,2023-06-01,96.53,9.0,488,5.91,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,97.47,9.0,230,6.66,2023-06-05T07:45:17.601902,false
NSG,2023-05-30,94.86,8.0,802,8.59,2023-06-05T07:45:17.601902,false
NSG,2023-05-31,96.48,9.0,214,6.48,2023-06-05T07:45:17.601902,false
NSG,2023-05-29,93.66,7.0,963,7.36,2023-06-05T07:45:17.601902,false
